模型编号（rhino中对应编号，表单中表头、值均不显示）,构件编号（表单中显示）,构件类别,构件类型,方位,所属部件,材质类别,材质类型,保存状态,病害类型,干预情况,备注
DCC-04-65-01,DCC-04-65-01,底层窗,04,65,,铁,,,,,
DCC-01-66-01,DCC-01-66-01,底层窗,01,66,,铁,,,,,
DCC-02-66-01,DCC-02-66-01,底层窗,02,66,,铁,,,,,
DCC-03-66-01,DCC-03-66-01,底层窗,03,66,,铁,,,,,
DCC-04-66-01,DCC-04-66-01,底层窗,04,66,,铁,,,,,
DCC-01-31-01,DCC-01-31-01,底层窗,01,31,,铁,,,,,
DCC-02-31-01,DCC-02-31-01,底层窗,02,31,,铁,,,,,
DCC-03-31-01,DCC-03-31-01,底层窗,03,31,,铁,,,,,
DCC-04-31-01,DCC-04-31-01,底层窗,04,31,,铁,,,,,
DCC-01-32-01,DCC-01-32-01,底层窗,01,32,,铁,,,,,
DCC-02-32-01,DCC-02-32-01,底层窗,02,32,,铁,,,,,
DCC-03-32-01,DCC-03-32-01,底层窗,03,32,,铁,,,,,
DCC-04-32-01,DCC-04-32-01,底层窗,04,32,,铁,,,,,
DCC-01-32-02,DCC-01-32-02,底层窗,01,32,,铁,,,,,
DCC-02-32-02,DCC-02-32-02,底层窗,02,32,,铁,,,,,
DCC-03-32-02,DCC-03-32-02,底层窗,03,32,,铁,,,,,
DCC-04-32-02,DCC-04-32-02,底层窗,04,32,,铁,,,,,
DCC-01-33-01,DCC-01-33-01,底层窗,01,33,,铁,,,,,
DCC-02-33-01,DCC-02-33-01,底层窗,02,33,,铁,,,,,
DCC-03-33-01,DCC-03-33-01,底层窗,03,33,,铁,,,,,
DCC-04-33-01,DCC-04-33-01,底层窗,04,33,,铁,,,,,
DCC-01-72-01,DCC-01-72-01,底层窗,01,72,,铁,,,,,
DCC-02-72-01,DCC-02-72-01,底层窗,02,72,,铁,,,,,
DCC-03-72-01,DCC-03-72-01,底层窗,03,72,,铁,,,,,
DCC-04-72-01,DCC-04-72-01,底层窗,04,72,,铁,,,,,
DCC-01-73-01,DCC-01-73-01,底层窗,01,73,,铁,,,,,
DCC-02-73-01,DCC-02-73-01,底层窗,02,73,,铁,,,,,
DCC-03-73-01,DCC-03-73-01,底层窗,03,73,,铁,,,,,
DCC-04-73-01,DCC-04-73-01,底层窗,04,73,,铁,,,,,
DCC-01-74-01,DCC-01-74-01,底层窗,01,74,,铁,,,,,
DCC-02-74-01,DCC-02-74-01,底层窗,02,74,,铁,,,,,
DCC-03-74-01,DCC-03-74-01,底层窗,03,74,,铁,,,,,
DCC-04-74-01,DCC-04-74-01,底层窗,04,74,,铁,,,,,
DCC-01-75-01,DCC-01-75-01,底层窗,01,75,,铁,,,,,
DCC-02-75-01,DCC-02-75-01,底层窗,02,75,,铁,,,,,
DCC-03-75-01,DCC-03-75-01,底层窗,03,75,,铁,,,,,
DCC-04-75-01,DCC-04-75-01,底层窗,04,75,,铁,,,,,
DCC-01-76-01,DCC-01-76-01,底层窗,01,76,,铁,,,,,
DCC-02-76-01,DCC-02-76-01,底层窗,02,76,,铁,,,,,
DCC-03-76-01,DCC-03-76-01,底层窗,03,76,,铁,,,,,
DCC-04-76-01,DCC-04-76-01,底层窗,04,76,,铁,,,,,
DCC-01-41-01,DCC-01-41-01,底层窗,01,41,,铁,,,,,
DCC-02-41-01,DCC-02-41-01,底层窗,02,41,,铁,,,,,
DCC-03-41-01,DCC-03-41-01,底层窗,03,41,,铁,,,,,
DCC-04-41-01,DCC-04-41-01,底层窗,04,41,,铁,,,,,
DCC-01-81-01,DCC-01-81-01,底层窗,01,81,,铁,,,,,
DCC-02-81-01,DCC-02-81-01,底层窗,02,81,,铁,,,,,
DCC-03-81-01,DCC-03-81-01,底层窗,03,81,,铁,,,,,
DCC-04-81-01,DCC-04-81-01,底层窗,04,81,,铁,,,,,
DCC-01-82-01,DCC-01-82-01,底层窗,01,82,,铁,,,,,
DCC-02-82-01,DCC-02-82-01,底层窗,02,82,,铁,,,,,
DCC-03-82-01,DCC-03-82-01,底层窗,03,82,,铁,,,,,
DCC-04-82-01,DCC-04-82-01,底层窗,04,82,,铁,,,,,
DCC-01-83-01,DCC-01-83-01,底层窗,01,83,,铁,,,,,
DCC-02-83-01,DCC-02-83-01,底层窗,02,83,,铁,,,,,
DCC-03-83-01,DCC-03-83-01,底层窗,03,83,,铁,,,,,
DCC-04-83-01,DCC-04-83-01,底层窗,04,83,,铁,,,,,
DCC-01-84-01,DCC-01-84-01,底层窗,01,84,,铁,,,,,
DCC-02-84-01,DCC-02-84-01,底层窗,02,84,,铁,,,,,
DCC-03-84-01,DCC-03-84-01,底层窗,03,84,,铁,,,,,
DCC-04-84-01,DCC-04-84-01,底层窗,04,84,,铁,,,,,
TFK-01-11-01,TFK-01-11-01,通风口,01,11,,铁,,,,,
TFK-02-11-01,TFK-02-11-01,通风口,02,11,,铁,,,,,
TFK-02-11-02,TFK-02-11-02,通风口,02,11,,铁,,,,,
TFK-02-11-03,TFK-02-11-03,通风口,02,11,,铁,,,,,
TFK-01-12-01,TFK-01-12-01,通风口,01,12,,铁,,,,,
TFK-02-12-01,TFK-02-12-01,通风口,02,12,,铁,,,,,
TFK-02-12-02,TFK-02-12-02,通风口,02,12,,铁,,,,,
TFK-02-12-03,TFK-02-12-03,通风口,02,12,,铁,,,,,
TFK-01-13-01,TFK-01-13-01,通风口,01,13,,铁,,,,,
TFK-02-13-01,TFK-02-13-01,通风口,02,13,,铁,,,,,
TFK-02-13-02,TFK-02-13-02,通风口,02,13,,铁,,,,,
TFK-02-13-03,TFK-02-13-03,通风口,02,13,,铁,,,,,
TFK-01-52-01,TFK-01-52-01,通风口,01,52,,铁,,,,,
TFK-02-52-01,TFK-02-52-01,通风口,02,52,,铁,,,,,
TFK-02-52-02,TFK-02-52-02,通风口,02,52,,铁,,,,,
TFK-02-52-03,TFK-02-52-03,通风口,02,52,,铁,,,,,
TFK-01-54-01,TFK-01-54-01,通风口,01,54,,铁,,,,,
TFK-02-54-01,TFK-02-54-01,通风口,02,54,,铁,,,,,
TFK-02-54-02,TFK-02-54-02,通风口,02,54,,铁,,,,,
TFK-02-54-03,TFK-02-54-03,通风口,02,54,,铁,,,,,
TFK-01-63-01,TFK-01-63-01,通风口,01,63,,铁,,,,,
TFK-02-63-01,TFK-02-63-01,通风口,02,63,,铁,,,,,
TFK-02-63-02,TFK-02-63-02,通风口,02,63,,铁,,,,,
TFK-02-63-03,TFK-02-63-03,通风口,02,63,,铁,,,,,
TFK-01-65-01,TFK-01-65-01,通风口,01,65,,铁,,,,,
TFK-02-65-01,TFK-02-65-01,通风口,02,65,,铁,,,,,
TFK-02-65-02,TFK-02-65-02,通风口,02,65,,铁,,,,,
TFK-02-65-03,TFK-02-65-03,通风口,02,65,,铁,,,,,
TFK-01-31-01,TFK-01-31-01,通风口,01,31,,铁,,,,,
TFK-02-31-01,TFK-02-31-01,通风口,02,31,,铁,,,,,
TFK-02-31-02,TFK-02-31-02,通风口,02,31,,铁,,,,,
TFK-02-31-03,TFK-02-31-03,通风口,02,31,,铁,,,,,
TFK-01-32-01,TFK-01-32-01,通风口,01,32,,铁,,,,,
TFK-02-32-01,TFK-02-32-01,通风口,02,32,,铁,,,,,
TFK-02-32-02,TFK-02-32-02,通风口,02,32,,铁,,,,,
TFK-02-32-03,TFK-02-32-03,通风口,02,32,,铁,,,,,
TFK-01-32-02,TFK-01-32-02,通风口,01,32,,铁,,,,,
TFK-02-32-04,TFK-02-32-04,通风口,02,32,,铁,,,,,
TFK-02-32-05,TFK-02-32-05,通风口,02,32,,铁,,,,,
TFK-02-32-06,TFK-02-32-06,通风口,02,32,,铁,,,,,
TFK-01-33-01,TFK-01-33-01,通风口,01,33,,铁,,,,,
TFK-02-33-01,TFK-02-33-01,通风口,02,33,,铁,,,,,
TFK-02-33-02,TFK-02-33-02,通风口,02,33,,铁,,,,,
TFK-02-33-03,TFK-02-33-03,通风口,02,33,,铁,,,,,
TFK-01-73-01,TFK-01-73-01,通风口,01,73,,铁,,,,,
TFK-02-73-01,TFK-02-73-01,通风口,02,73,,铁,,,,,
TFK-02-73-02,TFK-02-73-02,通风口,02,73,,铁,,,,,
TFK-02-73-03,TFK-02-73-03,通风口,02,73,,铁,,,,,
TFK-01-75-01,TFK-01-75-01,通风口,01,75,,铁,,,,,
TFK-02-75-01,TFK-02-75-01,通风口,02,75,,铁,,,,,
TFK-02-75-02,TFK-02-75-02,通风口,02,75,,铁,,,,,
TFK-02-75-03,TFK-02-75-03,通风口,02,75,,铁,,,,,
TFK-01-82-01,TFK-01-82-01,通风口,01,82,,铁,,,,,
TFK-02-82-01,TFK-02-82-01,通风口,02,82,,铁,,,,,
TFK-02-82-02,TFK-02-82-02,通风口,02,82,,铁,,,,,
TFK-02-82-03,TFK-02-82-03,通风口,02,82,,铁,,,,,
TFK-01-84-01,TFK-01-84-01,通风口,01,84,,铁,,,,,
TFK-02-84-01,TFK-02-84-01,通风口,02,84,,铁,,,,,
TFK-02-84-02,TFK-02-84-02,通风口,02,84,,铁,,,,,
TFK-02-84-03,TFK-02-84-03,通风口,02,84,,铁,,,,,
DCQ-01-11-01,DCQ-01-11-01,底层墙,01,11,,石,,,,,
DCQ-01-11-02,DCQ-01-11-02,底层墙,01,11,,石,,,,,
DCQ-01-11-03,DCQ-01-11-03,底层墙,01,11,,石,,,,,
DCQ-02-11-01,DCQ-02-11-01,底层墙,02,11,,石,,,,,
DCQ-02-11-02,DCQ-02-11-02,底层墙,02,11,,石,,,,,
DCQ-03-11-01,DCQ-03-11-01,底层墙,03,11,,石,,,,,
DCQ-04-11-01,DCQ-04-11-01,底层墙,04,11,,石,,,,,
DCQ-04-11-02,DCQ-04-11-02,底层墙,04,11,,石,,,,,
DCQ-04-11-03,DCQ-04-11-03,底层墙,04,11,,石,,,,,
DCQ-04-11-04,DCQ-04-11-04,底层墙,04,11,,石,,,,,
DCQ-01-12-01,DCQ-01-12-01,底层墙,01,12,,石,,,,,
DCQ-01-12-02,DCQ-01-12-02,底层墙,01,12,,石,,,,,
DCQ-01-12-03,DCQ-01-12-03,底层墙,01,12,,石,,,,,
DCQ-02-12-01,DCQ-02-12-01,底层墙,02,12,,石,,,,,
DCQ-02-12-02,DCQ-02-12-02,底层墙,02,12,,石,,,,,
DCQ-03-12-01,DCQ-03-12-01,底层墙,03,12,,石,,,,,
DCQ-04-12-01,DCQ-04-12-01,底层墙,04,12,,石,,,,,
DCQ-04-12-02,DCQ-04-12-02,底层墙,04,12,,石,,,,,
DCQ-04-12-03,DCQ-04-12-03,底层墙,04,12,,石,,,,,
DCQ-04-12-04,DCQ-04-12-04,底层墙,04,12,,石,,,,,
DCQ-04-12-05,DCQ-04-12-05,底层墙,04,12,,石,,,,,
DCQ-04-12-06,DCQ-04-12-06,底层墙,04,12,,石,,,,,
DCQ-04-12-07,DCQ-04-12-07,底层墙,04,12,,石,,,,,
DCQ-05-12-01,DCQ-05-12-01,底层墙,05,12,,石,,,,,
DCQ-05-12-02,DCQ-05-12-02,底层墙,05,12,,石,,,,,
DCQ-05-12-03,DCQ-05-12-03,底层墙,05,12,,石,,,,,
DCQ-05-12-04,DCQ-05-12-04,底层墙,05,12,,石,,,,,
DCQ-05-12-05,DCQ-05-12-05,底层墙,05,12,,石,,,,,
DCQ-05-12-06,DCQ-05-12-06,底层墙,05,12,,石,,,,,
DCQ-05-12-07,DCQ-05-12-07,底层墙,05,12,,石,,,,,
DCQ-05-12-08,DCQ-05-12-08,底层墙,05,12,,石,,,,,
DCQ-05-12-09,DCQ-05-12-09,底层墙,05,12,,石,,,,,
DCQ-05-12-10,DCQ-05-12-10,底层墙,05,12,,石,,,,,
DCQ-05-12-11,DCQ-05-12-11,底层墙,05,12,,石,,,,,
DCQ-05-12-12,DCQ-05-12-12,底层墙,05,12,,石,,,,,
DCQ-05-12-13,DCQ-05-12-13,底层墙,05,12,,石,,,,,
DCQ-05-12-14,DCQ-05-12-14,底层墙,05,12,,石,,,,,
DCQ-05-12-15,DCQ-05-12-15,底层墙,05,12,,石,,,,,
DCQ-05-12-16,DCQ-05-12-16,底层墙,05,12,,石,,,,,
DCQ-05-12-17,DCQ-05-12-17,底层墙,05,12,,石,,,,,
DCQ-05-12-18,DCQ-05-12-18,底层墙,05,12,,石,,,,,
DCQ-01-13-01,DCQ-01-13-01,底层墙,01,13,,石,,,,,
DCQ-01-13-02,DCQ-01-13-02,底层墙,01,13,,石,,,,,
DCQ-01-13-03,DCQ-01-13-03,底层墙,01,13,,石,,,,,
DCQ-02-13-01,DCQ-02-13-01,底层墙,02,13,,石,,,,,
DCQ-02-13-02,DCQ-02-13-02,底层墙,02,13,,石,,,,,
DCQ-03-13-01,DCQ-03-13-01,底层墙,03,13,,石,,,,,
DCQ-04-13-01,DCQ-04-13-01,底层墙,04,13,,石,,,,,
DCQ-04-13-02,DCQ-04-13-02,底层墙,04,13,,石,,,,,
DCQ-04-13-03,DCQ-04-13-03,底层墙,04,13,,石,,,,,
DCQ-04-13-04,DCQ-04-13-04,底层墙,04,13,,石,,,,,
DCQ-04-51-01,DCQ-04-51-01,底层墙,04,51,,石,,,,,
DCQ-04-51-02,DCQ-04-51-02,底层墙,04,51,,石,,,,,
DCQ-05-51-01,DCQ-05-51-01,底层墙,05,51,,石,,,,,
DCQ-05-51-02,DCQ-05-51-02,底层墙,05,51,,石,,,,,
DCQ-05-51-03,DCQ-05-51-03,底层墙,05,51,,石,,,,,
DCQ-05-51-04,DCQ-05-51-04,底层墙,05,51,,石,,,,,
DCQ-05-51-05,DCQ-05-51-05,底层墙,05,51,,石,,,,,
DCQ-05-51-06,DCQ-05-51-06,底层墙,05,51,,石,,,,,
DCQ-05-51-07,DCQ-05-51-07,底层墙,05,51,,石,,,,,
DCQ-05-51-08,DCQ-05-51-08,底层墙,05,51,,石,,,,,
DCQ-05-51-09,DCQ-05-51-09,底层墙,05,51,,石,,,,,
DCQ-01-52-01,DCQ-01-52-01,底层墙,01,52,,石,,,,,
DCQ-01-52-02,DCQ-01-52-02,底层墙,01,52,,石,,,,,
DCQ-01-52-03,DCQ-01-52-03,底层墙,01,52,,石,,,,,
DCQ-02-52-01,DCQ-02-52-01,底层墙,02,52,,石,,,,,
DCQ-02-52-02,DCQ-02-52-02,底层墙,02,52,,石,,,,,
DCQ-03-52-01,DCQ-03-52-01,底层墙,03,52,,石,,,,,
DCQ-04-52-01,DCQ-04-52-01,底层墙,04,52,,石,,,,,
DCQ-04-52-02,DCQ-04-52-02,底层墙,04,52,,石,,,,,
DCQ-04-52-03,DCQ-04-52-03,底层墙,04,52,,石,,,,,
DCQ-04-52-04,DCQ-04-52-04,底层墙,04,52,,石,,,,,
DCQ-05-52-01,DCQ-05-52-01,底层墙,05,52,,石,,,,,
DCQ-05-52-02,DCQ-05-52-02,底层墙,05,52,,石,,,,,
DCQ-05-52-03,DCQ-05-52-03,底层墙,05,52,,石,,,,,
DCQ-05-52-04,DCQ-05-52-04,底层墙,05,52,,石,,,,,
DCQ-05-52-05,DCQ-05-52-05,底层墙,05,52,,石,,,,,
DCQ-05-52-06,DCQ-05-52-06,底层墙,05,52,,石,,,,,
DCQ-05-52-07,DCQ-05-52-07,底层墙,05,52,,石,,,,,
DCQ-05-52-08,DCQ-05-52-08,底层墙,05,52,,石,,,,,
DCQ-05-52-09,DCQ-05-52-09,底层墙,05,52,,石,,,,,
DCQ-01-53-01,DCQ-01-53-01,底层墙,01,53,,石,,,,,
DCQ-01-53-02,DCQ-01-53-02,底层墙,01,53,,石,,,,,
DCQ-01-53-03,DCQ-01-53-03,底层墙,01,53,,石,,,,,
DCQ-02-53-01,DCQ-02-53-01,底层墙,02,53,,石,,,,,
DCQ-02-53-02,DCQ-02-53-02,底层墙,02,53,,石,,,,,
DCQ-03-53-01,DCQ-03-53-01,底层墙,03,53,,石,,,,,
DCQ-04-53-01,DCQ-04-53-01,底层墙,04,53,,石,,,,,
DCQ-04-53-02,DCQ-04-53-02,底层墙,04,53,,石,,,,,
DCQ-04-53-03,DCQ-04-53-03,底层墙,04,53,,石,,,,,
DCQ-04-53-04,DCQ-04-53-04,底层墙,04,53,,石,,,,,
DCQ-04-53-05,DCQ-04-53-05,底层墙,04,53,,石,,,,,
DCQ-05-53-01,DCQ-05-53-01,底层墙,05,53,,石,,,,,
DCQ-05-53-02,DCQ-05-53-02,底层墙,05,53,,石,,,,,
DCQ-05-53-03,DCQ-05-53-03,底层墙,05,53,,石,,,,,
DCQ-05-53-04,DCQ-05-53-04,底层墙,05,53,,石,,,,,
DCQ-05-53-05,DCQ-05-53-05,底层墙,05,53,,石,,,,,
DCQ-05-53-06,DCQ-05-53-06,底层墙,05,53,,石,,,,,
DCQ-05-53-07,DCQ-05-53-07,底层墙,05,53,,石,,,,,
DCQ-05-53-08,DCQ-05-53-08,底层墙,05,53,,石,,,,,
DCQ-05-53-09,DCQ-05-53-09,底层墙,05,53,,石,,,,,
DCQ-01-54-01,DCQ-01-54-01,底层墙,01,54,,石,,,,,
DCQ-01-54-02,DCQ-01-54-02,底层墙,01,54,,石,,,,,
DCQ-01-54-03,DCQ-01-54-03,底层墙,01,54,,石,,,,,
DCQ-02-54-01,DCQ-02-54-01,底层墙,02,54,,石,,,,,
DCQ-02-54-02,DCQ-02-54-02,底层墙,02,54,,石,,,,,
DCQ-03-54-02,DCQ-03-54-02,底层墙,03,54,,石,,,,,
DCQ-04-54-01,DCQ-04-54-01,底层墙,04,54,,石,,,,,
DCQ-04-54-02,DCQ-04-54-02,底层墙,04,54,,石,,,,,
DCQ-04-54-03,DCQ-04-54-03,底层墙,04,54,,石,,,,,
DCQ-04-54-04,DCQ-04-54-04,底层墙,04,54,,石,,,,,
DCQ-04-54-05,DCQ-04-54-05,底层墙,04,54,,石,,,,,
DCQ-04-54-06,DCQ-04-54-06,底层墙,04,54,,石,,,,,
DCQ-05-54-01,DCQ-05-54-01,底层墙,05,54,,石,,,,,
DCQ-05-54-02,DCQ-05-54-02,底层墙,05,54,,石,,,,,
DCQ-05-54-03,DCQ-05-54-03,底层墙,05,54,,石,,,,,
DCQ-05-54-04,DCQ-05-54-04,底层墙,05,54,,石,,,,,
DCQ-05-54-05,DCQ-05-54-05,底层墙,05,54,,石,,,,,
DCQ-05-54-06,DCQ-05-54-06,底层墙,05,54,,石,,,,,
DCQ-05-54-07,DCQ-05-54-07,底层墙,05,54,,石,,,,,
DCQ-05-54-08,DCQ-05-54-08,底层墙,05,54,,石,,,,,
DCQ-05-54-09,DCQ-05-54-09,底层墙,05,54,,石,,,,,
DCQ-01-55-01,DCQ-01-55-01,底层墙,01,55,,石,,,,,
DCQ-01-55-02,DCQ-01-55-02,底层墙,01,55,,石,,,,,
DCQ-01-55-03,DCQ-01-55-03,底层墙,01,55,,石,,,,,
DCQ-02-55-01,DCQ-02-55-01,底层墙,02,55,,石,,,,,
DCQ-02-55-02,DCQ-02-55-02,底层墙,02,55,,石,,,,,
DCQ-03-55-01,DCQ-03-55-01,底层墙,03,55,,石,,,,,
DCQ-04-55-01,DCQ-04-55-01,底层墙,04,55,,石,,,,,
DCQ-04-55-02,DCQ-04-55-02,底层墙,04,55,,石,,,,,
DCQ-04-55-03,DCQ-04-55-03,底层墙,04,55,,石,,,,,
DCQ-04-55-04,DCQ-04-55-04,底层墙,04,55,,石,,,,,
DCQ-04-55-05,DCQ-04-55-05,底层墙,04,55,,石,,,,,
DCQ-04-55-06,DCQ-04-55-06,底层墙,04,55,,石,,,,,
DCQ-04-55-07,DCQ-04-55-07,底层墙,04,55,,石,,,,,
DCQ-01-56-01,DCQ-01-56-01,底层墙,01,56,,石,,,,,
DCQ-02-56-01,DCQ-02-56-01,底层墙,02,56,,石,,,,,
DCQ-02-56-02,DCQ-02-56-02,底层墙,02,56,,石,,,,,
DCQ-04-56-01,DCQ-04-56-01,底层墙,04,56,,石,,,,,
DCQ-04-56-02,DCQ-04-56-02,底层墙,04,56,,石,,,,,
DCQ-01-21-01,DCQ-01-21-01,底层墙,01,21,,石,,,,,
DCQ-01-21-02,DCQ-01-21-02,底层墙,01,21,,石,,,,,
DCQ-01-21-03,DCQ-01-21-03,底层墙,01,21,,石,,,,,
DCQ-02-21-01,DCQ-02-21-01,底层墙,02,21,,石,,,,,
DCQ-02-21-02,DCQ-02-21-02,底层墙,02,21,,石,,,,,
DCQ-03-21-01,DCQ-03-21-01,底层墙,03,21,,石,,,,,
DCQ-04-21-01,DCQ-04-21-01,底层墙,04,21,,石,,,,,
DCQ-04-21-02,DCQ-04-21-02,底层墙,04,21,,石,,,,,
DCQ-04-21-03,DCQ-04-21-03,底层墙,04,21,,石,,,,,
DCQ-04-21-04,DCQ-04-21-04,底层墙,04,21,,石,,,,,
DCQ-04-21-05,DCQ-04-21-05,底层墙,04,21,,石,,,,,
DCQ-04-21-06,DCQ-04-21-06,底层墙,04,21,,石,,,,,
DCQ-04-21-07,DCQ-04-21-07,底层墙,04,21,,石,,,,,
DCQ-04-21-08,DCQ-04-21-08,底层墙,04,21,,石,,,,,
DCQ-04-61-01,DCQ-04-61-01,底层墙,04,61,,石,,,,,
DCQ-04-61-02,DCQ-04-61-02,底层墙,04,61,,石,,,,,
DCQ-04-61-03,DCQ-04-61-03,底层墙,04,61,,石,,,,,
DCQ-04-61-04,DCQ-04-61-04,底层墙,04,61,,石,,,,,
DCQ-04-61-05,DCQ-04-61-05,底层墙,04,61,,石,,,,,
DCQ-04-61-06,DCQ-04-61-06,底层墙,04,61,,石,,,,,
DCQ-04-61-07,DCQ-04-61-07,底层墙,04,61,,石,,,,,
DCQ-01-62-01,DCQ-01-62-01,底层墙,01,62,,石,,,,,
DCQ-02-62-01,DCQ-02-62-01,底层墙,02,62,,石,,,,,
DCQ-02-62-02,DCQ-02-62-02,底层墙,02,62,,石,,,,,
DCQ-03-62-01,DCQ-03-62-01,底层墙,03,62,,石,,,,,
DCQ-04-62-01,DCQ-04-62-01,底层墙,04,62,,石,,,,,
DCQ-04-62-02,DCQ-04-62-02,底层墙,04,62,,石,,,,,
DCQ-04-62-03,DCQ-04-62-03,底层墙,04,62,,石,,,,,
DCQ-04-62-04,DCQ-04-62-04,底层墙,04,62,,石,,,,,
DCQ-05-62-01,DCQ-05-62-01,底层墙,05,62,,石,,,,,
DCQ-05-62-02,DCQ-05-62-02,底层墙,05,62,,石,,,,,
DCQ-05-62-03,DCQ-05-62-03,底层墙,05,62,,石,,,,,
DCQ-05-62-04,DCQ-05-62-04,底层墙,05,62,,石,,,,,
DCQ-05-62-05,DCQ-05-62-05,底层墙,05,62,,石,,,,,
DCQ-05-62-06,DCQ-05-62-06,底层墙,05,62,,石,,,,,
DCQ-05-62-07,DCQ-05-62-07,底层墙,05,62,,石,,,,,
DCQ-05-62-08,DCQ-05-62-08,底层墙,05,62,,石,,,,,
DCQ-05-62-09,DCQ-05-62-09,底层墙,05,62,,石,,,,,
DCQ-01-63-01,DCQ-01-63-01,底层墙,01,63,,石,,,,,
DCQ-02-63-01,DCQ-02-63-01,底层墙,02,63,,石,,,,,
DCQ-02-63-02,DCQ-02-63-02,底层墙,02,63,,石,,,,,
DCQ-03-63-01,DCQ-03-63-01,底层墙,03,63,,石,,,,,
DCQ-04-63-01,DCQ-04-63-01,底层墙,04,63,,石,,,,,
DCQ-04-63-02,DCQ-04-63-02,底层墙,04,63,,石,,,,,
DCQ-04-63-03,DCQ-04-63-03,底层墙,04,63,,石,,,,,
DCQ-04-63-04,DCQ-04-63-04,底层墙,04,63,,石,,,,,
DCQ-04-63-05,DCQ-04-63-05,底层墙,04,63,,石,,,,,
DCQ-05-63-01,DCQ-05-63-01,底层墙,05,63,,石,,,,,
DCQ-05-63-02,DCQ-05-63-02,底层墙,05,63,,石,,,,,
DCQ-05-63-03,DCQ-05-63-03,底层墙,05,63,,石,,,,,
DCQ-05-63-04,DCQ-05-63-04,底层墙,05,63,,石,,,,,
DCQ-05-63-05,DCQ-05-63-05,底层墙,05,63,,石,,,,,
DCQ-05-63-06,DCQ-05-63-06,底层墙,05,63,,石,,,,,
DCQ-05-63-07,DCQ-05-63-07,底层墙,05,63,,石,,,,,
DCQ-05-63-08,DCQ-05-63-08,底层墙,05,63,,石,,,,,
DCQ-05-63-09,DCQ-05-63-09,底层墙,05,63,,石,,,,,
DCQ-01-64-01,DCQ-01-64-01,底层墙,01,64,,石,,,,,
DCQ-02-64-01,DCQ-02-64-01,底层墙,02,64,,石,,,,,
DCQ-02-64-02,DCQ-02-64-02,底层墙,02,64,,石,,,,,
DCQ-03-64-01,DCQ-03-64-01,底层墙,03,64,,石,,,,,
DCQ-04-64-01,DCQ-04-64-01,底层墙,04,64,,石,,,,,
DCQ-04-64-02,DCQ-04-64-02,底层墙,04,64,,石,,,,,
DCQ-04-64-03,DCQ-04-64-03,底层墙,04,64,,石,,,,,
DCQ-04-64-04,DCQ-04-64-04,底层墙,04,64,,石,,,,,
DCQ-05-64-01,DCQ-05-64-01,底层墙,05,64,,石,,,,,
DCQ-05-64-02,DCQ-05-64-02,底层墙,05,64,,石,,,,,
DCQ-05-64-03,DCQ-05-64-03,底层墙,05,64,,石,,,,,
DCQ-05-64-04,DCQ-05-64-04,底层墙,05,64,,石,,,,,
DCQ-05-64-05,DCQ-05-64-05,底层墙,05,64,,石,,,,,
DCQ-05-64-06,DCQ-05-64-06,底层墙,05,64,,石,,,,,
DCQ-05-64-07,DCQ-05-64-07,底层墙,05,64,,石,,,,,
DCQ-05-64-08,DCQ-05-64-08,底层墙,05,64,,石,,,,,
DCQ-05-64-09,DCQ-05-64-09,底层墙,05,64,,石,,,,,
DCQ-01-65-01,DCQ-01-65-01,底层墙,01,65,,石,,,,,
DCQ-02-65-01,DCQ-02-65-01,底层墙,02,65,,石,,,,,
DCQ-02-65-02,DCQ-02-65-02,底层墙,02,65,,石,,,,,
DCQ-03-65-01,DCQ-03-65-01,底层墙,03,65,,石,,,,,
DCQ-04-65-01,DCQ-04-65-01,底层墙,04,65,,石,,,,,
DCQ-04-65-02,DCQ-04-65-02,底层墙,04,65,,石,,,,,
DCQ-04-65-03,DCQ-04-65-03,底层墙,04,65,,石,,,,,
DCQ-04-65-04,DCQ-04-65-04,底层墙,04,65,,石,,,,,
DCQ-04-65-05,DCQ-04-65-05,底层墙,04,65,,石,,,,,
DCQ-05-65-01,DCQ-05-65-01,底层墙,05,65,,石,,,,,
DCQ-05-65-02,DCQ-05-65-02,底层墙,05,65,,石,,,,,
DCQ-05-65-03,DCQ-05-65-03,底层墙,05,65,,石,,,,,
DCQ-05-65-04,DCQ-05-65-04,底层墙,05,65,,石,,,,,
DCQ-05-65-05,DCQ-05-65-05,底层墙,05,65,,石,,,,,
DCQ-05-65-06,DCQ-05-65-06,底层墙,05,65,,石,,,,,
DCQ-05-65-07,DCQ-05-65-07,底层墙,05,65,,石,,,,,
DCQ-05-65-08,DCQ-05-65-08,底层墙,05,65,,石,,,,,
DCQ-05-65-09,DCQ-05-65-09,底层墙,05,65,,石,,,,,
DCQ-01-66-01,DCQ-01-66-01,底层墙,01,66,,石,,,,,
DCQ-02-66-01,DCQ-02-66-01,底层墙,02,66,,石,,,,,
DCQ-02-66-02,DCQ-02-66-02,底层墙,02,66,,石,,,,,
DCQ-03-66-01,DCQ-03-66-01,底层墙,03,66,,石,,,,,
DCQ-04-66-01,DCQ-04-66-01,底层墙,04,66,,石,,,,,
DCQ-04-66-02,DCQ-04-66-02,底层墙,04,66,,石,,,,,
DCQ-04-67-01,DCQ-04-67-01,底层墙,04,67,,石,,,,,
DCQ-05-67-01,DCQ-05-67-01,底层墙,05,67,,石,,,,,
DCQ-05-67-02,DCQ-05-67-02,底层墙,05,67,,石,,,,,
